[Simulation 1] generations = 11 | descendants = 57 | [1, 2, 5, 6, 8, 3, 9, 7, 7, 5, 3, 2, 0]
[Simulation 3005] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3006] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3007] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 3008] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3009] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3010] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 3011] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3012] generations = 3 | descendants = 4 | [1, 2, 1, 1, 0]
[Simulation 3013] generations = 2 | descendants = 2 | [1, 1, 1, 0]
[Simulation 3014] generations = 7 | descendants = 45 | [1, 2, 4, 8, 7, 5, 11, 8, 0]
[Simulation 3015] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3016] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3017] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3018] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3019] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3020] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3021] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3022] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3023] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3024] generations = 6 | descendants = 17 | [1, 3, 3, 3, 5, 2, 1, 0]
[Simulation 3025] generations = 8 | descendants = 21 | [1, 1, 3, 3, 6, 4, 1, 2, 1, 0]
[Simulation 3026] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3027] generations = 2 | descendants = 3 | [1, 2, 1, 0]
[Simulation 3028] generations = 22 | descendants = 117 | [1, 2, 1, 4, 5, 4, 6, 7, 6, 6, 4, 8, 5, 5, 7, 6, 8, 4, 6, 4, 8, 8, 3, 0]
[Simulation 3029] generations = 2 | descendants = 3 | [1, 1, 2, 0]
[Simulation 3030] generations = 3 | descendants = 4 | [1, 1, 2, 1, 0]
[Simulation 3031] generations = 1 | descendants = 4 | [1, 4, 0]
[Simulation 3032] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3033] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 3034] generations = 5 | descendants = 11 | [1, 1, 2, 4, 3, 1, 0]
[Simulation 3035] generations = 7 | descendants = 14 | [1, 1, 4, 2, 1, 2, 3, 1, 0]
[Simulation 3036] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3037] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3038] generations = 12 | descendants = 39 | [1, 4, 2, 3, 3, 3, 5, 5, 4, 5, 3, 1, 1, 0]
[Simulation 3039] generations = 30 | descendants = 174 | [1, 2, 4, 8, 5, 7, 7, 8, 3, 2, 4, 6, 6, 5, 3, 6, 9, 7, 10, 10, 7, 3, 3, 5, 6, 9, 7, 7, 8, 6, 1, 0]
[Simulation 3040] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 3041] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 3042] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 3043] generations = 3 | descendants = 9 | [1, 4, 1, 4, 0]
[Simulation 3044] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3045] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3046] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 3047] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3048] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 3049] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3050] generations = 3 | descendants = 13 | [1, 4, 5, 4, 0]
[Simulation 3051] generations = 4 | descendants = 10 | [1, 3, 3, 2, 2, 0]
[Simulation 3052] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3053] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3054] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 3055] generations = 2 | descendants = 4 | [1, 3, 1, 0]
[Simulation 3056] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3057] generations = 3 | descendants = 4 | [1, 2, 1, 1, 0]
[Simulation 3058] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3059] generations = 1 | descendants = 2 | [1, 2, 0]
[Simulation 3060] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3061] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3062] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3063] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3064] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3065] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3066] generations = 3 | descendants = 6 | [1, 4, 1, 1, 0]
[Simulation 3067] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3068] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3069] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3070] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3071] generations = 6 | descendants = 7 | [1, 1, 1, 2, 1, 1, 1, 0]
[Simulation 3072] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3073] generations = 10 | descendants = 49 | [1, 2, 4, 6, 6, 7, 3, 10, 5, 3, 3, 0]
[Simulation 3074] generations = 2 | descendants = 5 | [1, 3, 2, 0]
[Simulation 3075] generations = 11 | descendants = 53 | [1, 1, 2, 5, 8, 13, 11, 2, 4, 4, 1, 2, 0]
[Simulation 3076] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3077] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 3078] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 3079] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3080] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3081] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3082] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 3083] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3084] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3085] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3086] generations = 11 | descendants = 42 | [1, 3, 5, 4, 4, 4, 4, 3, 8, 5, 1, 1, 0]
[Simulation 3087] generations = 12 | descendants = 94 | [1, 4, 9, 6, 10, 7, 11, 17, 12, 8, 6, 2, 2, 0]
[Simulation 3088] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3089] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3090] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3091] generations = 5 | descendants = 11 | [1, 1, 2, 2, 4, 2, 0]
[Simulation 3092] generations = 9 | descendants = 26 | [1, 4, 5, 3, 4, 1, 1, 2, 3, 3, 0]
[Simulation 3093] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3094] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3095] generations = 2 | descendants = 2 | [1, 1, 1, 0]
[Simulation 3096] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3097] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3098] generations = 8 | descendants = 27 | [1, 2, 2, 2, 3, 5, 5, 5, 3, 0]
[Simulation 3099] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3100] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3101] generations = 3 | descendants = 3 | [1, 1, 1, 1, 0]
[Simulation 3102] generations = 1 | descendants = 3 | [1, 3, 0]
[Simulation 3103] generations = 12 | descendants = 80 | [1, 4, 8, 9, 11, 11, 14, 9, 6, 2, 2, 2, 2, 0]
[Simulation 3104] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3105] generations = 10 | descendants = 41 | [1, 3, 5, 6, 4, 3, 4, 5, 3, 4, 4, 0]
[Simulation 3106] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3107] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3108] generations = 1 | descendants = 2 | [1, 2, 0]
[Simulation 3109] generations = 5 | descendants = 8 | [1, 1, 1, 2, 2, 2, 0]
[Simulation 3110] generations = 1 | descendants = 2 | [1, 2, 0]
[Simulation 3111] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3112] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3113] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3114] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3115] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3116] generations = 19 | descendants = 94 | [1, 4, 2, 3, 3, 1, 3, 6, 4, 5, 9, 11, 10, 7, 5, 6, 6, 6, 2, 1, 0]
[Simulation 3117] generations = 3 | descendants = 5 | [1, 3, 1, 1, 0]
[Simulation 3118] generations = 5 | descendants = 7 | [1, 1, 2, 2, 1, 1, 0]
[Simulation 3119] generations = 1 | descendants = 3 | [1, 3, 0]
[Simulation 3120] generations = 14 | descendants = 68 | [1, 1, 1, 4, 5, 5, 9, 10, 12, 10, 2, 2, 2, 3, 2, 0]
[Simulation 3121] generations = 2 | descendants = 2 | [1, 1, 1, 0]
[Simulation 3122] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3123] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 3124] generations = 3 | descendants = 4 | [1, 2, 1, 1, 0]
[Simulation 3125] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3126] generations = 8 | descendants = 29 | [1, 2, 6, 7, 6, 4, 2, 1, 1, 0]
[Simulation 3127] generations = 6 | descendants = 36 | [1, 3, 6, 12, 9, 5, 1, 0]
[Simulation 3128] generations = 2 | descendants = 4 | [1, 2, 2, 0]
[Simulation 3129] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3130] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3131] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 3132] generations = 1 | descendants = 2 | [1, 2, 0]
[Simulation 3133] generations = 1 | descendants = 2 | [1, 2, 0]
[Simulation 3134] generations = 12 | descendants = 50 | [1, 4, 5, 5, 8, 5, 6, 5, 5, 2, 2, 2, 1, 0]
[Simulation 3135] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3136] generations = 2 | descendants = 4 | [1, 2, 2, 0]
[Simulation 3137] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 3138] generations = 7 | descendants = 14 | [1, 3, 3, 1, 3, 2, 1, 1, 0]
[Simulation 3139] generations = 3 | descendants = 4 | [1, 2, 1, 1, 0]
[Simulation 3140] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3141] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3142] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 3143] generations = 3 | descendants = 4 | [1, 1, 1, 2, 0]
[Simulation 3144] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3145] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3146] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3147] generations = 2 | descendants = 2 | [1, 1, 1, 0]
[Simulation 3148] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3149] generations = 1 | descendants = 2 | [1, 2, 0]
[Simulation 3150] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3151] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3152] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3153] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 3154] generations = 5 | descendants = 10 | [1, 3, 3, 1, 2, 1, 0]
[Simulation 3155] generations = 2 | descendants = 3 | [1, 2, 1, 0]
[Simulation 3156] generations = 1 | descendants = 2 | [1, 2, 0]
[Simulation 3157] generations = 2 | descendants = 2 | [1, 1, 1, 0]
[Simulation 3158] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3159] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3160] generations = 2 | descendants = 3 | [1, 2, 1, 0]
[Simulation 3161] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3162] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3163] generations = 4 | descendants = 8 | [1, 2, 1, 2, 3, 0]
[Simulation 3164] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3165] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 3166] generations = 48 | descendants = 371 | [1, 1, 3, 1, 1, 4, 3, 2, 4, 1, 2, 6, 4, 3, 5, 7, 10, 17, 28, 26, 18, 18, 8, 10, 11, 18, 14, 13, 14, 15, 9, 14, 15, 8, 2, 2, 4, 5, 3, 5, 6, 3, 3, 4, 5, 3, 5, 7, 1, 0]
[Simulation 3167] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3168] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3169] generations = 1 | descendants = 2 | [1, 2, 0]
[Simulation 3170] generations = 5 | descendants = 16 | [1, 3, 5, 5, 2, 1, 0]
[Simulation 3171] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3172] generations = 4 | descendants = 8 | [1, 2, 4, 1, 1, 0]
[Simulation 3173] generations = 4 | descendants = 6 | [1, 2, 2, 1, 1, 0]
[Simulation 3174] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3175] generations = 1 | descendants = 2 | [1, 2, 0]
[Simulation 3176] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 3177] generations = 3 | descendants = 3 | [1, 1, 1, 1, 0]
[Simulation 3178] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 3179] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3180] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3181] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3182] generations = 2 | descendants = 2 | [1, 1, 1, 0]
[Simulation 3183] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 3184] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 3185] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3186] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3187] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 3188] generations = 2 | descendants = 3 | [1, 1, 2, 0]
[Simulation 3189] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3190] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3191] generations = 1 | descendants = 2 | [1, 2, 0]
[Simulation 3192] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3193] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3194] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3195] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3196] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3197] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3198] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3199] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3200] generations = 2 | descendants = 4 | [1, 1, 3, 0]
[Simulation 3201] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3202] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3203] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3204] generations = 6 | descendants = 9 | [1, 2, 2, 1, 2, 1, 1, 0]
[Simulation 3205] generations = 3 | descendants = 5 | [1, 1, 3, 1, 0]
[Simulation 3206] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 3207] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 3208] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3209] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3210] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3211] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3212] generations = 13 | descendants = 47 | [1, 2, 4, 4, 6, 12, 7, 1, 1, 3, 2, 3, 1, 1, 0]
[Simulation 3213] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3214] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3215] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3216] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3217] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 3218] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3219] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3220] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3221] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3222] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3223] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 3224] generations = 3 | descendants = 4 | [1, 1, 1, 2, 0]
[Simulation 3225] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3226] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3227] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3228] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3229] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3230] generations = 2 | descendants = 2 | [1, 1, 1, 0]
[Simulation 3231] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 3232] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3233] generations = 3 | descendants = 3 | [1, 1, 1, 1, 0]
[Simulation 3234] generations = 2 | descendants = 4 | [1, 3, 1, 0]
[Simulation 3235] generations = 1 | descendants = 2 | [1, 2, 0]
[Simulation 3236] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 3237] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3238] generations = 6 | descendants = 17 | [1, 1, 2, 1, 4, 7, 2, 0]
[Simulation 3239] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3240] generations = 3 | descendants = 4 | [1, 1, 2, 1, 0]
[Simulation 3241] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3242] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3243] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 3244] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3245] generations = 3 | descendants = 5 | [1, 2, 1, 2, 0]
[Simulation 3246] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 3247] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 3248] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3249] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3250] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3251] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3252] generations = 2 | descendants = 3 | [1, 2, 1, 0]
[Simulation 3253] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 3254] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3255] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 3256] generations = 1 | descendants = 4 | [1, 4, 0]
[Simulation 3257] generations = 23 | descendants = 166 | [1, 1, 4, 4, 5, 7, 12, 7, 6, 6, 7, 6, 5, 9, 11, 17, 14, 17, 4, 8, 6, 6, 3, 1, 0]
[Simulation 3258] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 3259] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 3260] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3261] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 3262] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 3263] generations = 14 | descendants = 46 | [1, 1, 3, 2, 1, 3, 5, 3, 5, 10, 7, 2, 2, 1, 1, 0]
[Simulation 3264] generations = 37 | descendants = 199 | [1, 2, 5, 1, 1, 1, 4, 4, 4, 5, 4, 6, 4, 2, 2, 4, 6, 9, 7, 8, 5, 7, 5, 8, 5, 4, 6, 4, 9, 8, 7, 5, 7, 11, 17, 6, 3, 3, 0]
[Simulation 3265] generations = 16 | descendants = 97 | [1, 1, 1, 4, 5, 8, 7, 7, 9, 9, 9, 8, 7, 10, 7, 4, 1, 0]
[Simulation 3266] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3267] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3268] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3269] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3270] generations = 6 | descendants = 19 | [1, 2, 5, 4, 4, 3, 1, 0]
[Simulation 3271] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3272] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3273] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3274] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3275] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 3276] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3277] generations = 1 | descendants = 2 | [1, 2, 0]
[Simulation 3278] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3279] generations = 2 | descendants = 4 | [1, 2, 2, 0]
[Simulation 3280] generations = 21 | descendants = 92 | [1, 1, 4, 6, 4, 4, 4, 5, 3, 5, 4, 1, 4, 7, 10, 10, 8, 2, 5, 3, 1, 1, 0]
[Simulation 3281] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3282] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3283] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3284] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3285] generations = 3 | descendants = 4 | [1, 1, 1, 2, 0]
[Simulation 3286] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3287] generations = 15 | descendants = 133 | [1, 4, 2, 5, 12, 13, 17, 12, 13, 8, 13, 7, 6, 9, 9, 3, 0]
[Simulation 3288] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3289] generations = 6 | descendants = 7 | [1, 1, 1, 1, 1, 1, 2, 0]
[Simulation 3290] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3291] generations = 3 | descendants = 3 | [1, 1, 1, 1, 0]
[Simulation 3292] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3293] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3294] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3295] generations = 7 | descendants = 22 | [1, 3, 1, 4, 4, 4, 4, 2, 0]
[Simulation 3296] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3297] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 3298] generations = 0 | descendants = 0 | [1, 0]
[Simulation 3299] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 3300] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 3301] generations = 2 | descendants = 2 | [1, 1, 1, 0]
